Title;Series Title;Author;ISBN;Level;Source of Level;Lexile Measure;Source of Lexile
Welcome To Camp Slither;Goosebumps HorrorLand;Stine, R. L.;9780439918770;Unleveled;NULL;NULL;NULL
Welcome To Horrorland: A Survival Guide;Goosebumps HorrorLand;Stine, R.L.;9780545090087;Unleveled;NULL;NULL;NULL
When The Ghost Dog Howls;Goosebumps HorrorLand;Stine, R. L.;9780545161947;Unleveled;NULL;NULL;NULL
Shadowlands;Immortal Series;Noel, Alyson;9780312650056;Unleveled;NULL;NULL;NULL
Pirates of the Caribbean: City Of Gold;Jack Sparrow;Kidd, Rob;9781423101703;Unleveled;NULL;NULL;NULL
Pirates of the Caribbean: Dance Of The Hours;Jack Sparrow;Kidd, Rob;9781423103677;Unleveled;NULL;NULL;NULL
The Pirate Chase: Pirates of the Caribbean;Jack Sparrow;Kidd, Rob;9781423100201;Unleveled;NULL;NULL;NULL
The Siren Song;Jack Sparrow;Kidd, Rob;9781423100195;Unleveled;NULL;NULL;NULL
The Sword Of Cortes;Jack Sparrow;Kidd, Rob;9781423100614;Unleveled;NULL;NULL;NULL
Lord Sunday (Book # 7);Keys To The Kingdom;Nix, Garth;9780439700900 (Hardcover);Unleveled;NULL;NULL;NULL
Attack Of The Fiend;Last Apprentice;Delaney, Joseph;9780060891299;Unleveled;NULL;NULL;NULL
Fang;Maximum Ride;Patterson, James;9780316036191;Unleveled;NULL;NULL;NULL
Max;Maximum Ride Series;Patterson, James;9780446194068;Unleveled;NULL;NULL;NULL
Kicking And Screaming;Meet the Kreeps;Thorpe, Kiki;9780545131711;Unleveled;NULL;NULL;NULL
Three's A Krowd;Meet the Kreeps;Thorpe, Kiki;9780545131704;Unleveled;NULL;NULL;NULL
City of Bones;Mortal Instruments Trilogy;Clare, Cassandra;9781416955078;Unleveled;NULL;NULL;NULL
Monster Hunters;Nightmare Academy;Lorey, Dean;9780061340444;Unleveled;NULL;NULL;NULL
Blood Ties;Oliver Nocturne;Emerson, Kevin;9780545058032;Unleveled;NULL;NULL;NULL
The Demon Hunter;Oliver Nocturne;Emerson, Kevin;9780545058049;Unleveled;NULL;NULL;NULL
The Eternal Tomb;Oliver Nocturne;Emerson, Kevin;9780545058056;Unleveled;NULL;NULL;NULL
The Age of Bronze;Priates of the Carribean: Jack Sparrow;Kidd, Rob;9781423101680;Unleveled;NULL;NULL;
Physik;Septimus Heap;Sage, Angie;9780060577391;Unleveled;NULL;NULL;NULL
Syren;Septimus Heap;Sage, Angie;9780689711527;Unleveled;NULL;NULL;NULL
Scepter Of The Ancients;Skulduggery Pleasant;Landy, Derek;9780061231179;Unleveled;NULL;NULL;NULL
The Faceless One;Skulduggery Pleasant;Landy, Derek;9780061240911;Unleveled;NULL;NULL;NULL
The Emperor's Code;The 39 Clues;Korman, Gordon;9780545090667;Unleveled;NULL;NULL;NULL
Blood Beast;The Demonata;Shan, Darren;9780316003780;Unleveled;NULL;NULL;NULL
The Time Travelers;The Gideon Trilogy;Buckley-Archer, Linda;9781416915263;Unleveled;NULL;NULL;NULL
Arch Enemy;The Looking Glass Wars;Beddor, Frank;9780803731561;Unleveled;NULL;NULL;NULL
Araboolies on Liberty Street;NULL;Swope, Sam;9780374303907;Unleveled;NULL;NULL;NULL
At The Firefly Gate;NULL;Newbery, Linda;9780440421887;Unleveled;NULL;NULL;NULL
Doppelganger;NULL;Stahler, David;9780060872342;Unleveled;NULL;NULL;NULL
Jeffrey's Ghost series;NULL;Adler, David;9780030692826;Unleveled;NULL;NULL;NULL
Mockingbird;NULL;Erskine, Kathryn;9780399252648;Unleveled;NULL;NULL;NULL
Pockets;NULL;Armstrong, Jennifer;9780517709276;Unleveled;NULL;NULL;NULL
Shiver;NULL;Stiefvater, Maggie;9780545123273;Unleveled;NULL;NULL;NULL
Silver;NULL;Kidd, Rob;9781423101697;Unleveled;NULL;NULL;NULL
The Coming Storm;NULL;Kidd, Rob;9781423100188;Unleveled;NULL;NULL;NULL
The Forest of Hands and Teeth;NULL;Ryan, Carrie;9780385736824;Unleveled;NULL;NULL;NULL
The Magician's House Quartet;NULL;Osborn, Mary Pope;1575847051;Unleveled;NULL;NULL;NULL
The Prince of the Pond;NULL;Napoli, Donna Jo;9780606070713;Unleveled;NULL;NULL;NULL
The Sorceress;NULL;Scott, Michael;9780385735292;Unleveled;NULL;NULL;NULL
The Winter Knights;NULL;Stewart, Paul;9780375837418;Unleveled;NULL;NULL;NULL
Uncle Montague's Tales Of Terror;NULL;Priestley, Chris;9781599901183;Unleveled;NULL;NULL;NULL
V is for... Vampire;NULL;Griffin, Adele;9780399252778;Unleveled;NULL;NULL;NULL
Wishworks, Inc.;NULL;Tolan, Stephanie;9780545031554;Unleveled;NULL;NULL;NULL
Witch and Wizard;NULL;Patterson, James;9780316071055;Unleveled;NULL;NULL;NULL
